,Smiles_Solute,Smiles_Solvent,Smiles_Merged,LogS,Source
4288,Cc1c(C(=O)O)cc([N+](=O)[O-])cc1[N+](=O)[O-],CCOC(C)=O,CCO1~C(=O)(c2cc([N+](=O)[O-])cc([N+](=O)[O-])c2C)O~C1(C)=O,-1.625434939277235,BigSolDB
4289,CCCCCCCCCCCCCCC1C(=O)N=C(N)S1,CCO,CCCCCCCCCCCCCCC1SC2=NC1(=O)~OC(C)~N2,-2.581063963,BNNLabs
4290,Cn1ccc(=O)[nH]c1=O,O,Cn12~O~c1(=O)[nH]c(=O)cc2,-0.807,Esol
4291,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,CC#N,CCO1~C(C)#N~C1(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,-2.522734004575147,BigSolDB
4292,Cn1nc([N+](=O)[O-])c([N+](=O)[O-])c1[N+](=O)[O-],CCCCO,CCCC1~O=[N+]([O-])c2c([N+](=O)[O-])c([N+](=O)[O-])(~O1)nn2C,-2.2575105354182248,BigSolDB
4293,CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4C[C@H]3C[C@@H]12,CO,CN(C)[C@@H]1C(=O)C2=C(O~CO~C2(N)=O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4C[C@H]3C[C@@H]12,-3.779368980551908,BigSolDB
4294,Cc1c(c(=O)ccn1C)O,CCO,Cc1c2c(=O)(~OC(C)~O2)ccn1C,-1.610709477,BNNLabs
4295,[H][C@@]12CC(C)(C)CC[C@@]1(CC[C@]1(C)C2=CC[C@]2([H])[C@@]3(C)CC[C@H](O)C(C)(C)[C@]3([H])CC[C@@]12C)C(O)=O,CC(=O)C,CC1(C)CC[C@]2(C3(=O)~O=C(C)(C)~O3)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,-1.863279662,BNNLabs
4296,Cc1c(N)cccc1C(=O)O,CC#N,Cc1c(N)cccc1C1(=O)~N#C(C)~O1,-3.397940008672037,BigSolDB
4297,CC(=O)Nc1ccc(cc1)N(=O)=O,O,CC(=O)N1~O~c2([N+](=O)[O-])ccc1cc2,-2.692,Esol
4298,CSCCC(NC(C)=O)C(=O)O,CCCCO,CCCC1~OC(=O)(C(CCSC)NC(C)=O)~O1,-1.607830850510264,BigSolDB
4299,O=C(O)[C@@H]1CSCN1,O,O=C1([C@@H]2CSCN2)~O~O1,-2.528561592610701,BigSolDB
4300,CCCCCCC(=O)C,O,CCCCCCC1(C)~O~O=1,-2.05,Esol
4301,C1C=C(CC[C@@H](CC(=O)O)O)C(=O)C1,CCO,CC1~OC(=O)(C[C@@H](O)CCC2=CCCC2=O)~O1,-0.394055294,BNNLabs
4302,Cc1cccc2c(C)cccc12,O,Cc1cc2~O~c3(c2)c(C)cccc13,-4.678999999999999,Esol
4303,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O.Cl,CC#N,CC1~OC2=C(C(=O)[C@@]3(O)C(O)=C4C(=O)c5c(O)ccc(N(C)C)c5C[C@H]4C[C@H]3[C@@H]2N(C)C)C(N)(=O)~N#1.Cl,-4.7447274948966935,BigSolDB
4304,Cc1c2ccccc2cc3ccccc13,O,Cc1c2ccccc2cc2cc3~O~c12cc3,-5.89,Esol
4305,O=C(c1ccccc1)c2ccccc2,O,c1ccc(C2(c3ccccc3)~O~O=2)cc1,-3.12,Esol
4306,CN(C)C1=CC=C(C=C1)N(=O)=O,CC(=O)C,CC1(C)~N(C)(C)c2ccc([N+](=O)[O-])(~O=1)cc2,-1.722553688,BNNLabs
4307,CCOC(=O)N,O,CCO1~O~C1(N)=O,0.85,Esol
4308,N[C@@H](CS)C(=O)O,CO,N[C@@H](CS)C1(=O)~OC~O1,-2.744245213356956,BigSolDB
4309,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CC=C2c1cccnc1,CC#N,CC1~OC2(~N#1)CC[C@@]1(C)C(=CC[C@@H]3[C@@H]1CC[C@]1(C)C(c4cccnc4)=CC[C@@H]31)C2,-4.352421445787545,BigSolDB
4310,O=C(O)CN(CC(=O)O)CP(=O)(O)O,Cc1ccccc1,O=C(O)CN1CC(=O)O~Cc2ccc(~P(=O)(O)(O)C1)cc2,-3.455435902503957,BigSolDB
4311,CCCSc1ccc2c(c1)nc([nH]2)NC(=O)OC,CCO,CCCSc1ccc2[nH]c(NC3(=O)~OC(C)~O3C)nc2c1,-2.879728133,BNNLabs
4312,O=[N+]([O-])c1cccc(S(=O)(=O)[O-])c1.[Na+],CCOC(C)=O,CCO(~[Na+])C(C)(=O)~[O-]S(=O)(=O)c1cccc([N+](=O)[O-])c1,-4.403952992454561,BigSolDB
4313,CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1,CCCCO,CCCC1~O(C(C)=O)c2ccccc2C(=O)(Oc2ccc(NC(C)=O)cc2)~O1,-3.747146969020106,BigSolDB
4314,CC1=CC(C)=C(C=C1)C(C1=C(C)C=C(C)C=C1)C(Cl)(Cl)Cl,CC(=O)C,Cc1ccc(C(c2ccc(C)cc2C)C2(Cl)(Cl)~O=C(C)(C)~Cl2)c(C)c1,-0.329535164,BNNLabs
4315,O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O,CO,O=C1(c2c(O)cc(O)cc2O)~OC~Oc2ccc(cc2)CC1,-1.6108339156354674,BigSolDB
4316,CC(C)(C)CCO,O,CC(C)(C)CC1~O~O1,-0.5,Esol
4317,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O.O=C(O)/C=C\C(=O)O,CC(C)=O,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O~C(C)(C)=O~C(=O)(O)/C=C\C(=O)O,-2.929962133392245,BigSolDB
4318,Nc1cc(Cl)nnc1Cl,CCO,CC1~Nc2cc(Cl)nnc2(Cl)~O1,-1.9865307676908297,BigSolDB
4319,CP(=O)(O)c1ccccc1,CCO,CC1~OP(C)(=O)(c2ccccc2)~O1,-0.687188173787912,BigSolDB
4320,O=C1NC(=O)c2ccccc21,CCCO,CCC1~N2C(=O)c3ccccc3C2(=O)~O1,-2.807153884811158,BigSolDB
4321,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,CO,CC(=O)[C@@]1(O2~CO~C2(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,-3.640961771620616,BigSolDB
4322,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,CO,O=C12~OC~O(CCCCc3nnnn3C3CCCCC3)c3ccc(c(c3)CC1)N2,-3.58838029403677,BigSolDB
4323,CN(C)C(=S)SSC(=S)N(C)C ,O,CN(C)C(=S)SSC1(=S)~O~N1(C)C,-3.9,Esol
4324,CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1ccco1,CCO,CO/N=C(/C(=O)N[C@@H]1C(=O)N2C3=C(COC(N)(=O)~OC(C)~OC3=O)CS[C@H]12)c1ccco1,-3.721246399047171,BigSolDB
4325,CN(C)Cc1c[nH]c2ccccc12,CC(C)O,CN(C)Cc1c[nH]2~C(C)(C)O~c23ccccc13,-1.8847224086040983,BigSolDB
4326,OC[C@H](O)C(O)[C@H](O)CO,O,OC[C@@H](O)C1(O)~O~OC[C@@H]1O,-0.7907531512466263,BigSolDB
4327,CCCCCC(=O)OC,O,CCCCCC1(=O)~O~O1C,-1.87,Esol
4328,CC(C)(C)OC(=O)N1CCC[C@H]1C(=O)O,O,CC(C)(C)OC1(=O)~O~OC(=O)[C@@H]2CCCN21,-4.180456064458132,BigSolDB
4329,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,CO,CC1(C)CC[C@]2(C3(=O)~OC~O3)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,-3.5103227083363016,BigSolDB
4330,c1ccc(cc1)C(c1ccccc1)(C(=O)NNS(=O)(=O)c1ccc(cc1)N)O,CCO,CC1~Nc2ccc(cc2)S(=O)(=O)NNC(=O)(C(O)(c2ccccc2)c2ccccc2)~O1,-1.962800068,BNNLabs
4331,NC(N)=C([N+](=O)[O-])[N+](=O)[O-],CN(C)C=O,CN1(C)~C([N+](=O)[O-])([N+](=O)[O-])=C(N)N~C1=O,-1.0371573187987575,BigSolDB
4332,Cc2ncc1nccnc1n2,O,Cc1ncc2n3~O~c2(ncc3)n1,-0.12,Esol
4333,c1ccc(-c2ccc(C(c3ccccc3)n3ccnc3)cc2)cc1,CC(C)O,CC1(C)~n2(C(c3ccccc3)c3ccc(-c4ccccc4)cc3)ccnc2~O1,-2.926648297613099,BigSolDB
4334,C1COCCOC2=C(OCCOCCOCCOC3=C(OCCO1)C=CC=C3)C=CC=C2,CC(=O)C,CC1(C)~O2CCOCCOCCOc3ccccc3OCCOCCOCCOc3ccccc32~O=1,-1.498936526,BNNLabs
4335,S=c1[nH]c2ccccc2s1,CC#N,CC1~[nH]2c3ccccc3sc2(=S)~N#1,-2.370284667352868,BigSolDB
4336,N#C\C(=N/NC1=CC=CC=C1)C#N,CC(=O)C,CC1(C)~N(c2ccccc2)N=C(C#N)(C#N)~O=1,0.389157907,BNNLabs
4337,O=S(=O)([O-])c1cccc2c(S(=O)(=O)[O-])cccc12.[Na+].[Na+],CO,O=S(=O)([O-])c1cccc2c(S(=O)(=O)[O-]~CO~[Na+])cccc12.[Na+],-3.769551078621726,BigSolDB
4338,CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1ccco1,O,CO/N=C(/C(=O)N[C@@H]1C(=O)N2C3=C(COC(N)(=O)~O~OC3=O)CS[C@H]12)c1ccco1,-4.522878745280337,BigSolDB
4339,CC1=C(CCC1(C)C)C(=O)O,CCO,CC1=C(C2(=O)~OC(C)~O2)CCC1(C)C,0.134109574,BNNLabs
4340,c1cc2ccc3ccc4ccc5ccc6ccc1c7c2c3c4c5c67,O,c1cc2ccc3ccc4c5~O~c46c3c2c2c1ccc1ccc(c5)c6c12,-9.332,Esol
4341,c1ccc2c(c1)OP1(=NP3(=NP4(=N1)Oc1ccccc1O4)Oc1ccccc1O3)O2,Cc1ccccc1,c1ccc2c(c1)OP1(=NP3(=NP45(~c6ccc(cc6)C~O4c4ccccc4O5)=N1)Oc1ccccc1O3)O2,-3.1760695448744363,BigSolDB
4342,O=C1N(C2CCC(=O)NC2=O)C(=O)c3ccccc13,O,O=C1c2ccccc2C2(=O)~O~N3C(=O)CCC(C3=O)N12,-2.676,Esol
4343,c1cc(ccc1C=O)[N+](=O)[O-],CCO,CC1~O=Cc2ccc([N+](=O)[O-])(~O1)cc2,-0.42481882,BNNLabs
4344,ClC(Cl)(Cl)C#N,O,ClC1(Cl)(Cl)~O~N#C1,-2.168,Esol
4345,CC(C)(C)OC(=O)N1CCC[C@H]1C(=O)O,CC#N,CC1~OC(=O)[C@@H]2CCCN2C(=O)(OC(C)(C)C)~N#1,-1.9468446970381208,BigSolDB
4346,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@H](CC(=O)O3)O)[C@@H]12,CCO,CC[C@H](C)C1(=O)~OC(C)~O2C(=O)C[C@H](O)C[C@H]2CC[C@@H]2[C@@H]3C(=C[C@H](C)C[C@@H]3O1)C=C[C@@H]2C,-1.218807164,BNNLabs
4347,c1ccc(cc1)c1ccc(c(c1)O)[N+](=O)[O-],CCO,CC1~Oc2cc(-c3ccccc3)ccc2([N+](=O)[O-])~O1,-1.218915059,BNNLabs
4348,c1cnccc1C(=O)N/N=C/[C@H]([C@@H]1[C@@H]([C@@H](C(=O)O1)O)O)O,CCO,CC1~O2[C@H]([C@H](O)/C=N/NC(=O)c3ccncc3)[C@H](O)[C@H](O)C2(=O)~O1,-2.0552195,BNNLabs
4349,CC1(C)COP(=O)(Oc2cccc(OP3(=O)OCC(C)(C)CO3)c2)OC1,CCOC(C)=O,CCO1~P2(=O)(OCC(C)(C)CO2)O(c2cccc(OP3(=O)OCC(C)(C)CO3)c2)~C1(C)=O,-3.096910013008056,BigSolDB
4350,c1ccc(-c2nnn[nH]2)cc1,CCOC(C)=O,CCO1~c2(-c3ccccc3)nnn[nH]2~C1(C)=O,-2.202386269846924,BigSolDB
4351,CCCCC(CC)CC(CC)(CC)C(=O)NO,CCO,CCCCC(CC)CC(CC)(CC)C1(=O)~OC(C)~ON1,0.0,BNNLabs
4352,CC(=O)OCC(COC(=O)C)OC(=O)C,O,CC(=O)OCC1CO(C(C)=O)~O~C(C)(=O)O1,-0.6,Esol
4353,Nc1cccc(S(=O)(=O)c2cccc(N)c2)c1,CCOC(C)=O,CCO1~S(=O)(=O)(c2cccc(N)c2)c2cccc(c2)N~C1(C)=O,-1.836242476018044,BigSolDB
4354,COc1ccc(c(c1)OC)/N=C/c1ccc(cc1N(=O)=O)N(=O)=O,CCO,COc1cc2ccc1/N=C/c1ccc([N+](=O)[O-])cc1([N+](=O)[O-])~OC(C)~O2C,-3.22184875,BNNLabs
4355,c1cnc2[nH]ccc2c1,CC(C)O,CC1(C)~[nH]2ccc3cccnc32~O1,-0.6903698325741012,BigSolDB
4356,CC(=O)Nc1ccccc1[N+](=O)[O-],C1COCCO1,CC(=O)N1~C2CO(~c3([N+](=O)[O-])ccccc31)CCO2,-0.8870600239159199,BigSolDB
4357,CC(C)(C)c1ccc(cc1)C(=O)NN,CCO,CC1~N(N)C(=O)(c2ccc(C(C)(C)C)cc2)~O1,0.137054209,BNNLabs
4358,CN(C)c1ccc(cc1)C(=NC(=O)c1ccccc1)c1ccc(cc1)N(C)C,CCO,CC1~N(C)(C)c2ccc(cc2)C(c2ccc(N(C)C)cc2)=NC(=O)(c2ccccc2)~O1,-2.365817792,BNNLabs
4359,ClC(=C(Cl)Cl)Cl,O,ClC(Cl)=C1(Cl)~O~Cl1,-2.54,Esol
4360,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,CO,CCCSc12~OC~OCCO[C@H]3C[C@H]([C@H](O)[C@@H]3O)n3nnc(c(N[C@@H]4C[C@H]4c4ccc(F)c(F)c4)n1)c3n2,-2.306185146110584,BigSolDB
4361,CC(=NNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])c1ccccc1,CCO,CC(=NN1~C(C)O~c2([N+](=O)[O-])cc([N+](=O)[O-])ccc21)c1ccccc1,-3.692187894,BNNLabs
4362,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,CCOC(C)=O,CCO1~C(=O)(c2cc(OC)c(OC)c(OC)c2)O[C@@H]2C[C@@H]3CN4CCc5c([nH]c6cc(ccc56)O(C)~C1(C)=O)[C@H]4C[C@@H]3[C@H](C(=O)OC)[C@H]2OC,-3.283162276700476,BigSolDB
4363,O=C(O)Cc1cccc2ccccc12,C1COCCO1,O=C1(Cc2cccc3ccccc23)~O2CCOC(~O1)C2,-0.5917600346881504,BigSolDB
4364,C[C@@H]1OC(=O)[C@H](C)OC1=O,Cc1ccccc1,C[C@@H]1OC(=O)[C@H](C)O2~Cc3ccc(~C12=O)cc3,-1.8941493256148565,BigSolDB
4365,ClCC,O,CC1~O~Cl1,-1.06,Esol
4366,OC(=O)C1=CC(O)=C(O)C=C1,CC(=O)C,CC1(C)~Oc2ccc(cc2O)C(=O)(O)~O=1,-0.187864636,BNNLabs
4367,Sc1nc2ccccc2[nH]1,CC#N,CC1~[nH]2c3ccccc3nc2(S)~N#1,-2.9913998282380825,BigSolDB
4368,N[C@H](Cc1c[nH]cn1)C(=O)O,CC(C)O,CC1(C)~OC(=O)([C@H](N)Cc2c[nH]cn2)~O1,-3.4332090876184083,BigSolDB
4369,c1cc(ccc1C(=O)O)Cl,CCO,CC1~OC(=O)(c2ccc(Cl)cc2)~O1,-0.538348802,BNNLabs
4370,CCCCCCCO,O,CCCCCCC1~O~O1,-1.81,Esol
4371,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,CCO,CC1~Nc2ccc(cc2)S(=O)(=O)(Nc2ncccn2)~O1,-4.419987887470576,BigSolDB
4372,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,CO,COCCO1~CO~C(=O)(OC(C)C)C2=C(C)NC(C)=C(C1=O)C2c1cccc([N+](=O)[O-])c1,-1.8046539416515803,BigSolDB
4373,CSCCC(NC(C)=O)C(=O)O,CCCO,CCC1~OC(=O)(C(CCSC)NC(C)=O)~O1,-1.5084982337626736,BigSolDB
4374,CC(C)(C)c1ccc(C(=O)O)cc1,CO,CC(C)(C)c1ccc(C2(=O)~OC~O2)cc1,-1.2510371387438386,BigSolDB
4375,O=C(O)C=CC(=O)O.OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1.OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,CCCCO,CCCC1~OC(=O)(C=CC(=O)O)~O1.OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1.OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,-3.812479279163537,BigSolDB
4376,COC(=O)[C@@H](N)CS.Cl,CCCCO,CCCC1~O(C)C(=O)([C@@H](N)CS)~O1.Cl,-2.2700257143004445,BigSolDB
4377,CCN2c1nc(C)cc(C(F)(F)F)c1NC(=O)c3cccnc23 ,O,CCN1c2ncccc2C(=O)N2~O~C(F)(F)(F)c3cc(C)nc1c32,-4.207,Esol
4378,CON(C(=O)OC)C1=C(COC2=NN(C=C2)C2=CC=C(Cl)C=C2)C=CC=C1,CC(=O)C,CON1c2ccccc2CO(c2ccn(-c3ccc(Cl)cc3)n2)~C(C)(C)=O~C1(=O)OC,0.110336443,BNNLabs
4379,COc1cc2c(cc1OC)C(=O)CC2,CCOC(C)=O,CCO1~C2(=O)CCc3cc(c(OC)cc32)O(C)~C1(C)=O,-1.4095705953619508,BigSolDB
4380,C1=Cc2cccc3cccc1c23,Cc1ccccc1,C1=Cc2cc3~Cc4ccc(~c25c1cccc5c3)cc4,-0.9822573358385016,BigSolDB
4381,c1cc(ccc1[C@H](C(=O)O)N)O,CCO,CC1~Oc2ccc(cc2)[C@@H](N)C(=O)(O)~O1,-3.793469596,BNNLabs
4382,O=C(c1ccccc1)C(O)c1ccccc1,CCCCO,CCCC1~OC(c2ccccc2)C(=O)(c2ccccc2)~O1,-3.144359719109855,BigSolDB
4383,N=C(Nc1ccccc1)Nc1ccccc1,CC(C)=O,CC1(C)~N(c2ccccc2)C(=N)(Nc2ccccc2)~O=1,-1.363612414186843,BigSolDB
4384,Cc1nc(C)c(C)nc1C,CCCO,CCC1~n2c(C)c(C)nc(C)c2(C)~O1,-0.9900394685294024,BigSolDB
4385,Cc1cc(c(C)c(c1C(=O)OC)O)O,CCO,COC1(=O)~OC(C)~Oc2cc(C)c1c(O)c2C,0.205744016,BNNLabs
4386,CC(=O)Oc1ccccc1C(=O)O	,CCO,CC(=O)Oc1ccccc1C1(=O)~OC(C)~O1,0.11693965,BNNLabs
4387,CCCC=O,O,CCCC1~O~O=1,-0.01,Esol
4388,O=c1[nH]c(=O)n(C2CCCO2)cc1F,CC(C)O,CC1(C)~O2CCCC2n2cc(F)c(=O)[nH]c2(=O)~O1,-3.065501548756432,BigSolDB
4389,Oc1ccc(OCc2ccccc2)cc1,CCOC(C)=O,CCO1~c2(OCc3ccccc3)ccc(cc2)O~C1(C)=O,-1.111820506081675,BigSolDB
4390,COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1,CCCCO,CCCC1~O(C)c2ccc3nc(S(=O)Cc4ncc(C)c(OC)c4C)(~O1)[nH]c3c2,-2.892111974817201,BigSolDB
4391,O=P(c1ccccc1)(c1ccccc1)c1cc(O)ccc1O,Cc1ccccc1,O=P1(c2ccccc2)(c2ccccc2)~c2ccc(cc2)C~Oc2ccc(O)c1c2,-3.1487416512809245,BigSolDB
4392,CCCCCCCCC(=O)N(c1ccc(cc1)N(C)C)C(=O)Nc1ccc(cc1)N(C)C,CCO,CCCCCCCCC(=O)N(c1ccc(N(C)C)cc1)C1(=O)~OC(C)~N(C)(C)c2ccc(cc2)N1,-2.21336048,BNNLabs
4393,CC(C(=O)O)c1ccc2c(c1)CC(=O)c1ccccc1S2,CCOC(C)=O,CCO1~C(=O)(C(C)c2ccc3c(c2)CC(=O)c2ccccc2S3)O~C1(C)=O,-2.0904439707588245,BigSolDB
4394,CCOC(=O)c1ccccc1S(=O)(=O)NN(C=O)c2nc(Cl)cc(OC)n2,O,CCOC1(=O)~O~O(C)c2cc(Cl)nc(n2)N(C=O)NS(=O)(=O)c2ccccc21,-4.5760000000000005,Esol
4395,CCCCC=O,O,CCCCC1~O~O=1,-0.85,Esol
4396,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,CC(C)O,CC1(C)~Nc2cccc3c2CN(C2CCC(=O)NC2=O)C3(=O)~O1,-4.6020599913279625,BigSolDB
4397,c1ccc2cc3cc4ccccc4cc3cc2c1,O,c1ccc2cc34~O~c5ccc(c3)c(cc4cc2c1)c5,-8.6,Esol
4398,c1ccc(cc1)C(=O)c1ccccc1,CCO,CC1~O=C(c2ccccc2)(c2ccccc2)~O1,-0.129832963,BNNLabs
4399,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c3ccc(OC(F)F)cc3,O,CC(C)C1C(=O)OC(C#N)c2cccc(c2)O(c2ccccc2)~O~C(F)(F)Oc2ccc1cc2,-6.876,Esol
4400,C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O[C@@H]2O[C@H](CO[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)CC[C@H]1C,CCO,C[C@H]1[C@H](C)CC[C@]2(C3(=O)~OC(C)~O3[C@@H]3O[C@H](CO[C@@H]4O[C@H](CO)[C@@H](O[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@H]12,-3.8526328922062136,BigSolDB
4401,CCCc1ncc(C[n+]2ccccc2C)c(N)n1.Cl.[Cl-],C1COCCO1,CCCc1ncc(C([n+]2ccccc2C)~O2CCOC(~[Cl-])C2)c(N)n1.Cl,-4.239577516576788,BigSolDB
4402,COc1cc2nc(Cl)nc(N)c2cc1OC,CCOC(C)=O,CCO1~c2(Cl)nc(N)c3cc(c(OC)cc3n2)O(C)~C1(C)=O,-3.5565805382171827,BigSolDB
4403,N=C(Nc1ccccc1)Nc1ccccc1,CC#N,CC1~N(c2ccccc2)C(=N)(Nc2ccccc2)~N#1,-2.0910326995816124,BigSolDB
4404,CSCCC(NC(C)=O)C(=O)O,O,CSCCC(NC(C)=O)C1(=O)~O~O1,-2.2298847052128985,BigSolDB
4405,CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4C[C@H]3C[C@@H]12,CCCO,CCC1~OC2=C(C(=O)[C@@H](N(C)C)[C@@H]3C[C@@H]4Cc5cccc(O)c5C(O)=C4C(=O)[C@]23O)C(N)(=O)~O1,-3.993962045002682,BigSolDB
4406,OC/C=C/c1ccccc1,CCCCO,CCCC1~OC(/C=C/c2ccccc2)~O1,-0.4659738939438649,BigSolDB
4407,Nc1cccc(S(=O)(=O)c2cccc(N)c2)c1,CCCCO,CCCC1~Nc2cccc(c2)S(=O)(=O)(c2cccc(N)c2)~O1,-2.961379838050297,BigSolDB
4408,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],CCOC(C)=O,CCO1~C(=O)(OCC(C)C)C2=C(C)NC(C)=C(C(=O)O(C)~C1(C)=O)C2c1ccccc1[N+](=O)[O-],-1.779891911959945,BigSolDB
4409,Cn1c(=O)c2c(ncn2C)n(C)c1=O,CCO,CC1~n2(C)cnc3c2c(=O)n(C)c(=O)(~O1)n3C,-3.10790539730952,BigSolDB
4410,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.Cc1c(Nc2ncccc2C(=O)O)cccc1C(F)(F)F,CCO,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.Cc1c2cccc1C(F)(F)(F)~OC(C)~OC(=O)c1cccnc1N2,-2.544698228342924,BigSolDB
4411,Cc1cc(C(=O)O)ccc1[N+](=O)[O-],CC#N,Cc1cc(C2(=O)~N#C(C)~O2)ccc1[N+](=O)[O-],-2.593800576336687,BigSolDB
4412,O=C(/C=C/c1ccc(-c2cccc([N+](=O)[O-])c2)o1)c1ccccc1,C1COCCO1,O=C(/C=C/c1ccc2o1~C1CO(~c3([N+](=O)[O-])cccc-2c3)CCO1)c1ccccc1,-2.2569608451950667,BigSolDB
4413,Cc1c(c(C)c(c(C)c1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],CCO,Cc1c([N+](=O)[O-])c(C)c2([N+](=O)[O-])~OC(C)~O=[N+]([O-])c1c2C,-3.105828551,BNNLabs
4414,NC(N)=S,CO,NC1(=S)~OC~N1,-1.2727841790915075,BigSolDB
4415,NC(N)=NC(N)=NCCc1ccccc1,CC(C)O,CC1(C)~NC(N)=NC(N)(=NCCc2ccccc2)~O1,-3.089482314482733,BigSolDB
4416,CCCCCCCl,O,CCCCCC1~O~Cl1,-3.12,Esol
4417,O=C1Cc2ccccc2N1,Cc1ccccc1,O=C12~c3ccc(cc3)C~N1c1ccccc1C2,-2.496890563328631,BigSolDB
4418,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,O,O=c12~O~Oc3cc(O)c1c(c3)oc(-c1ccc(O)c(O)c1)c2,-6.686132779630847,BigSolDB
4419,O=C([O-])/C=C/C(=O)O.[Na+],CCCCO,CCCC(~O=C([O-])/C=C/C(=O)O)O~[Na+],-4.647817481888637,BigSolDB
4420,O=C(O)CN(CC(=O)O)CP(=O)(O)O,CCOC(C)=O,CCO1~P(=O)(O)(O)CN(CC(=O)O)CC(=O)O~C1(C)=O,-3.2770371910575102,BigSolDB
4421,COC(=O)C1=C(C)NC(=C(C1c2ccccc2N(=O)=O)C(=O)OC)C ,O,COC(=O)C1=C(C)NC(C)=C(C2(=O)~O~O2C)C1c1ccccc1[N+](=O)[O-],-4.76,Esol
